Organization Name,Org ID,orgTypes_json,orgTypePrimary,geoPrimary,Notes,Primary,2ndry,geoTags_json,nodeTypes_json,nodeTypePrimary,governanceLevels_json,governanceLevelPrimary,functionalDomains_json,functionalDomainPrimary,roleTags_json,rolePrimary,lifelineTags_json,femaLifelinePrimary,url,review_flag,review_note
Northern California Public Media,NorCalMedia,"[""Media""]",Media,California,"Provides public information and communications that can support hazard awareness and emergency messaging.

Review flag: yes

Review note: Aggregate category rather than a specific organization.",,,"[""California""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Messaging Alerts Provider""]",Messaging Alerts Provider,"[""Communications""]",Communications,https://norcalpublicmedia.org/,yes,Aggregate category rather than a specific organization.
Northwest Public Power Association,NPPA,"[""Nonprofit Community""]",Nonprofit Community,PNW Regional,"Supports public power utilities through training, coordination, and knowledge sharing relevant to resilience.",,,"[""PNW Regional""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination"", ""Knowledge Provider""]",Coordination,"[""Energy""]",Energy,https://www.nwppa.org/,,
National Park Service,NPS,"[""Government""]",Government,U.S. National,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,,"[""U.S. National""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.nps.gov/,,
National Science Foundation,NSF,"[""Government""]",Government,U.S. National,"Funds and supports scientific research and infrastructure related to hazards and resilience.

Review flag: yes

Review note: Reclassified from nonprofit to federal government agency.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Earthquake Science""]",Earthquake Science,"[""Funding Provider"", ""Knowledge Provider""]",Funding Provider,"[""Other""]",Other,https://www.nsf.gov/,yes,Reclassified from nonprofit to federal government agency.
National Tribal Emergency Management Council,NTEMC,"[""Tribal Sovereign""]",Tribal Sovereign,U.S. National,Consortium of Tribes serving as a resource for Tribal emergency management programs and homeland security coordination in Indian Country,,,"[""U.S. National""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Non Governmental""]",Non Governmental,"[""Emergency Management""]",Emergency Management,"[""Emergency Response""]",Emergency Response,"[""Other""]",Other,https://www.domesticpreparedness.com/author/national-tribal-emergency-management-council-ntemc/,,
National Tsunami Hazard Mitigation Program,NTHMP,"[""Coordination Structure""]",Coordination Structure,U.S. National,Convenes stakeholders around a focused program area related to earthquake and resilience work.,,,"[""U.S. National""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Coordination""]",Coordination,"[""Other""]",Other,https://nws.weather.gov/nthmp/,,
NW Natural,NWNatural,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.nwnatural.com/,,
Oregon Disaster Airlift Response Team,ODART,"[""Coordination Structure""]",Coordination Structure,Oregon,Coordinates collaboration across organizations working on earthquake and resilience issues.,,,"[""Oregon""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,https://www.odart.org/,,
Oregon Department of Environmental Quality,ODEQ,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.oregon.gov/deq/,,
Oregon Department of Fish and Wildlife,ODFW,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.dfw.state.or.us/,,
Oregon Department of Human Services - Office of Resilience and Emergency Management,ODHS_OREM,"[""Government""]",Government,Oregon,Coordinates public health emergency preparedness and resilience efforts.,,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Health Medical""]",Health Medical,https://www.oregon.gov/oha/PH/PREPAREDNESS/Pages/index.aspx,,
Oregon Department of Energy,ODOE,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.oregon.gov/energy/,,
Oregon Department of Transportation,ODOT,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.oregon.gov/odot/,,
Oregon Department of Emergency Management,OEM,"[""Government""]",Government,Oregon,"Leads public policy and coordination functions related to earthquake preparedness, response, or recovery.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Other""]",Other,https://www.oregon.gov/oem/,,
Oregon Fishermen's Cable Committee,OFCC,"[""Nonprofit Community""]",Nonprofit Community,Oregon,Supports subsea cable infrastructure and resilience coordination.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination""]",Coordination,"[""Communications""]",Communications,https://ofcc.com/,,
Oregon Federal Executive Board,OFEB,"[""Government""]",Government,Oregon,"Coordinates federal agency collaboration within Oregon, including support to emergency preparedness and response.

Review flag: yes

Review note: Federal body with state-specific geography; retained as organization for directory purposes.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,https://www.feb.gov/febs/oregon/,yes,Federal body with state-specific geography; retained as organization for directory purposes.
Oregon Fiber Partnership,OFP,"[""Coordination Structure""]",Coordination Structure,Oregon,Coordinates collaboration around resilient communications infrastructure.,,,"[""Oregon""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination""]",Coordination,"[""Communications""]",Communications,https://oregonfiberpartnership.org/,,
Oregon Health Authority,OHA,"[""Government""]",Government,Oregon,"Leads public health preparedness, response, and resilience functions.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Health Medical""]",Health Medical,https://www.oregon.gov/oha/,,
The Ohio State University,OhioState,"[""Academic""]",Academic,U.S. National,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://www.osu.edu/,,
Oregon Hazards Lab,OHL,"[""Academic""]",Academic,Oregon,"Provides hazard monitoring, earthquake early warning, and research data.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Knowledge Provider""]",Data Tools Provider,"[""Other""]",Other,https://hazards.uoregon.edu/,,
Oregon Department of Land Conservation and Development,OLCD,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.oregon.gov/lcd/,,
Oregon Museum of Science & Industry,OMSI,"[""Nonprofit Community""]",Nonprofit Community,Oregon,Provides public science education and outreach related to hazards and resilience.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://omsi.edu/,,
Ocean Networks Canada,ONC,"[""Coordination Structure""]",Coordination Structure,British Columbia,Coordinates collaboration across organizations working on earthquake and resilience issues.,,,"[""British Columbia""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Community Resilience""]",Community Resilience,"[""Coordination""]",Coordination,"[""Other""]",Other,https://www.oceannetworks.ca/,,
Oregon Parks and Recreation Department,OPRD,"[""Government""]",Government,Oregon,"Manages parks infrastructure and supports evacuation, access, and recovery.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Other""]",Other,https://www.oregon.gov/oprd/,,
Oregon Public Utilities Commission,OPUC,"[""Government""]",Government,Oregon,Regulates utilities critical to resilience and disaster recovery.,,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Energy"", ""Communications""]",Energy,https://www.oregon.gov/puc/,,
Oregon State Emergency Alert System,ORAlerts,"[""Coordination Structure""]",Coordination Structure,Oregon,Coordinates statewide emergency alerting systems.,,,"[""Oregon""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Messaging Alerts Provider""]",Coordination,"[""Communications""]",Communications,https://oralert.gov/,,
Oak Ridge Associated Universities,ORAU,"[""Nonprofit Community""]",Nonprofit Community,U.S. National,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.orau.org/,,
Oregon Department of Consumer and Business Services (DCBS),ORDCBS,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://dfr.oregon.gov/,,
Oregon National Guard,ORGuard,"[""Government""]",Government,Oregon,Provides military support for emergency response and disaster recovery.,,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Emergency Response""]",Emergency Response,"[""Safety Security""]",Safety Security,https://www.oregon.gov/omd/ONG/Pages/default.aspx,,
Oregon Media Outlets,ORMedia,"[""Media""]",Media,Oregon,"Provides public information and communications that can support hazard awareness and emergency messaging.

Review flag: yes

Review note: Aggregate category rather than a specific organization.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Messaging Alerts Provider""]",Messaging Alerts Provider,"[""Communications""]",Communications,,yes,Aggregate category rather than a specific organization.
Oregon Sea Grant,OSG,"[""Academic""]",Academic,Oregon,Provides coastal research and outreach supporting hazard resilience.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://seagrant.oregonstate.edu/,,
Oregon Seismic Safety Policy Advisory Commission,OSSPAC,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Earthquake Science""]",Earthquake Science,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.oregon.gov/oem/Pages/OSSPAC.aspx,,
Oregon State University,OSU,"[""Academic""]",Academic,Oregon,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://oregonstate.edu/,,
Oregon State University Extension Service,OSUES,"[""Academic""]",Academic,Oregon,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://extension.oregonstate.edu/,,
Property and Casualty Insurance Compensation Corporation,PACICC,"[""Private Sector""]",Private Sector,Canada,"Provides insurance compensation and financial resilience mechanisms.

Review flag: yes

Review note: Canadian entity; confirm scope relevance.",,,"[""Canada""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Funding Provider""]",Funding Provider,"[""Other""]",Other,https://www.pacicc.ca/,yes,Canadian entity; confirm scope relevance.
PacifiCorp,PacifiCorp,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.pacificorp.com/,,
Portland Bureau of Emergency Management,PBEM,"[""Government""]",Government,Oregon,Leads emergency preparedness and response coordination for Portland.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Other""]",Other,https://www.portland.gov/pbem,,
Portland Bureau of Transportation,PBOT,"[""Government""]",Government,Oregon,Operates and maintains transportation infrastructure.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.portland.gov/transportation,,
Pacific Earthquake Engineering Research Center,PEER,"[""Coordination Structure""]",Coordination Structure,U.S. National,Coordinates earthquake engineering research and produces data and tools.,,,"[""U.S. National""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider"", ""Data Tools Provider""]",Knowledge Provider,"[""Other""]",Other,https://peer.berkeley.edu/,,
Pacific Gas and Electric,PG&E,"[""Private Sector""]",Private Sector,California,Operates electric and gas infrastructure critical to resilience.,,,"[""California""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.pge.com/,,
Portland General Electric,PGE,"[""Private Sector""]",Private Sector,Oregon,Operates electric infrastructure supporting resilience.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.portlandgeneral.com/,,
Pacific Northwest Seismic Network,PNSN,"[""Coordination Structure""]",Coordination Structure,PNW Regional,Operates seismic monitoring infrastructure and provides earthquake data.,,,"[""PNW Regional""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Coordination""]",Data Tools Provider,"[""Other""]",Other,https://pnsn.org/,,
Port Gamble S’Klallam Tribe,PortGamble,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://pgst.nsn.us/,,
City of Portland Environmental Services,PortlandEnv,"[""Government""]",Government,Oregon,Manages wastewater and stormwater systems critical to public health and resilience.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Water Systems""]",Water Systems,https://www.portland.gov/bes,,
City of Portland Public Works,PortlandPW,"[""Government""]",Government,Oregon,Maintains city infrastructure including roads and supports post-disaster recovery.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.portland.gov/public-works,,
Portland Water Bureau,PortlandWB,"[""Government""]",Government,Oregon,Operates drinking water infrastructure critical to resilience.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Water Systems""]",Water Systems,https://www.portland.gov/water,,
Port of Portland,PortPDX,"[""Quasi Governmental""]",Quasi Governmental,Oregon,Operates airport and marine infrastructure critical to resilience.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.portofportland.com/,,
Portland Public Schools District,PPSD,"[""Government""]",Government,Oregon,Manages public education systems and facilities relevant to community resilience.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Community Resilience""]",Community Resilience,"[""Coordination""]",Coordination,"[""Transportation""]",Transportation,https://www.pps.net/,,
Public Safety Canada,PSCanada,"[""Government""]",Government,Canada,Leads federal public safety and emergency management policy and coordination in Canada.,,,"[""Canada""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Safety Security""]",Safety Security,https://www.publicsafety.gc.ca/,,
Puget Sound Energy,PSE,"[""Private Sector""]",Private Sector,Washington,"Operates electric and gas infrastructure critical to regional resilience.

Review flag: yes

Review note: Corrected from nonprofit to private-sector utility.",,,"[""Washington""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.pse.com/,yes,Corrected from nonprofit to private-sector utility.
Portland State University,PSU,"[""Academic""]",Academic,Oregon,Provides research and academic expertise relevant to hazards and resilience.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Transportation""]",Transportation,https://www.pdx.edu/,,
Pulikla Tribe of Yurok People,Pulikla,"[""Tribal Sovereign""]",Tribal Sovereign,California,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""California""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://puliklatribe.gov/,,
Puyallup Tribe,Puyallup,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.puyalluptribe-nsn.gov/,,
Te Hiranga Rū QuakeCoRE - NZ Centre for Earthquake Resilience,QuakeCoRE,"[""Coordination Structure""]",Coordination Structure,International,,,,"[""International""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Other""]",Other,"[""Other""]",Other,https://quakecore.nz/,,
Quileute Tribe,Quileute,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://quileutenation.org/,,
Quinault Indian Nation,Quinault,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://quinaultindiannation.com/,,
Redwood Coast Tsunami Workgroup,RCTW,"[""Coordination Structure""]",Coordination Structure,California,"Connects partners and advances tsunami research, modeling, and preparedness.",,,"[""California""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Coordination"", ""Data Tools Provider""]",Coordination,"[""Other""]",Other,,,
Regional Disaster Preparedness Organization,RDPO,"[""Coordination Structure""]",Coordination Structure,PNW Regional,"Coordinates regional disaster preparedness collaboration across jurisdictions.

Review flag: yes

Review note: Reclassified from organization to hub.",,,"[""PNW Regional""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,https://rdpo.net/,yes,Reclassified from organization to hub.
Pacific Northwest American Red Cross,RedCrossPNW,"[""Nonprofit Community""]",Nonprofit Community,PNW Regional,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.",,,"[""PNW Regional""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Emergency Response""]",Emergency Response,"[""Health Medical""]",Health Medical,https://www.redcross.org/local/washington.html,,
Ready Northwest Eugene,RNWEug,"[""Nonprofit Community""]",Nonprofit Community,Oregon,,,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,,,
Regional Water Providers Consortium,RWPC,"[""Coordination Structure""]",Coordination Structure,PNW Regional,Coordinates collaboration across organizations working on earthquake and resilience issues.,,,"[""PNW Regional""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination"", ""Infrastructure Operator""]",Coordination,"[""Water Systems""]",Water Systems,https://www.regionalh2o.org/,,
Salem Office of Emergency Management,SalemOEM,"[""Government""]",Government,Oregon,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,https://www.cityofsalem.net/community/safety/emergencies-disaster-preparedness,,
Samish Indian Nation,Samish,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://www.samishtribe.nsn.us/,,
Sauk-Suiattle Indian Tribe,SaukSuiatl,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://sauk-suiattle.com/,,
School of Civil and Construction Engineering,SCCE,"[""Academic""]",Academic,U.S. National,"Contributes academic expertise in civil and construction engineering relevant to resilient infrastructure.

Review flag: yes

Review note: Specific host institution should be confirmed.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Other""]",Other,https://engineering.oregonstate.edu/CCE,yes,Specific host institution should be confirmed.
Statewide California Earthquake Center,SCEC,"[""Coordination Structure""]",Coordination Structure,California,Coordinates earthquake science and engineering research across California.,,,"[""California""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Coordination"", ""Knowledge Provider""]",Coordination,"[""Other""]",Other,https://www.scec.org/,,
Seattle Department of Construction and Inspections,SCI,"[""Government""]",Government,Washington,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Other""]",Other,https://www.seattle.gov/sdci,,
Seattle City Light,SCL,"[""Quasi Governmental""]",Quasi Governmental,Washington,Operates municipal electric utility infrastructure.,,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.seattle.gov/city-light,,
City of Seaside,Seaside,"[""Government""]",Government,Oregon,Leads local emergency preparedness and tsunami response planning.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,https://www.cityofseaside.us/,,
Seattle Fire Department,SeattleFire,"[""Government""]",Government,Washington,Provides emergency response and fire services.,,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Emergency Response""]",Emergency Response,"[""Safety Security""]",Safety Security,https://www.seattle.gov/fire,,
Seattle Office of Emergency Management,SeattleOEM,"[""Government""]",Government,Washington,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Other""]",Other,https://www.seattle.gov/emergency-management,,
Seattle Public Utilities,SeattlePU,"[""Quasi Governmental""]",Quasi Governmental,Washington,Operates water and wastewater infrastructure critical to resilience.,,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Water Systems""]",Water Systems,https://www.seattle.gov/utilities,,
"Seft Consulting Group, LLC",Seft,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,http://seftconsulting.com/,,
USGS - ShakeAlert Earthquake Early Warning System,ShakeAlert,"[""Coordination Structure""]",Coordination Structure,U.S. National,Provides earthquake early warning alerts and supporting infrastructure.,,,"[""U.S. National""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Messaging Alerts Provider"", ""Coordination""]",Data Tools Provider,"[""Communications""]",Communications,https://www.shakealert.org/,,
Shoalwater Bay Indian Tribe,Shoalwater,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,,"[""Washington""]","[""Tribe"", ""FirstNation""]",Tribe,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Other""]",Other,"[""Other""]",Other,https://shoalwaterbay-nsn.gov/,,
