Organization Name,Org ID,orgTypes_json,orgTypePrimary,geoPrimary,Notes,Primary,2ndry,geoTags_json,nodeTypes_json,nodeTypePrimary,governanceLevels_json,governanceLevelPrimary,functionalDomains_json,functionalDomainPrimary,roleTags_json,rolePrimary,lifelineTags_json,femaLifelinePrimary,url,review_flag,review_note
Northwest Public Power Association,NPPA,"[""Nonprofit Community""]",Nonprofit Community,PNW Regional,"Supports public power utilities through training, coordination, and knowledge sharing relevant to resilience.",,https://www.nwppa.org/contact,"[""PNW Regional""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination"", ""Knowledge Provider""]",Coordination,"[""Energy""]",Energy,https://www.nwppa.org/,,
NW Natural,NWNatural,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,https://www.nwnatural.com/contact-us,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.nwnatural.com/,,
Oak Ridge Associated Universities,ORAU,"[""Nonprofit Community""]",Nonprofit Community,U.S. National,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.",,https://www.orau.org/contact/,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.orau.org/,,
Ocean Networks Canada,ONC,"[""Coordination Structure""]",Coordination Structure,British Columbia,Coordinates collaboration across organizations working on earthquake and resilience issues.,,https://www.oceannetworks.ca/contact,"[""British Columbia""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Community Resilience""]",Community Resilience,"[""Coordination""]",Coordination,"[""Unknown""]",Unknown,https://www.oceannetworks.ca/,,
Office of Oregon Governor Tina Kotek,GovOR,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.oregon.gov/gov/pages/contact.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.oregon.gov/gov/,,
Oregon Department of Consumer and Business Services (DCBS),ORDCBS,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://dfr.oregon.gov/help/Pages/index.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://dfr.oregon.gov/,,
Oregon Department of Emergency Management,OEM,"[""Government""]",Government,Oregon,"Leads public policy and coordination functions related to earthquake preparedness, response, or recovery.",,https://www.oregon.gov/oem/Pages/contact-us.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Unknown""]",Unknown,https://www.oregon.gov/oem/,,
Oregon Department of Energy,ODOE,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.oregon.gov/energy/about-us/Pages/contact-us.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.oregon.gov/energy/,,
Oregon Department of Environmental Quality,ODEQ,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.oregon.gov/deq/Pages/contact.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.oregon.gov/deq/,,
Oregon Department of Fish and Wildlife,ODFW,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.dfw.state.or.us/agency/contact/,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.dfw.state.or.us/,,
Oregon Department of Geology and Mineral Industries,DOGAMI,"[""Government""]",Government,Oregon,"Provides geologic hazard data, mapping, and policy support.",,https://www.oregon.gov/dogami/Pages/contact.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Policy Maker Regulator""]",Data Tools Provider,"[""Unknown""]",Unknown,https://www.oregon.gov/dogami/,,
Oregon Health Authority - Office of Resilience and Emergency Management,OHAREM,"[""Government""]",Government,Oregon,Coordinates public health emergency preparedness and resilience efforts.,,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Health Medical""]",Health Medical,https://www.oregon.gov/oha/PH/PREPAREDNESS/Pages/index.aspx,,
Oregon Department of Land Conservation and Development,OLCD,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.oregon.gov/lcd/Pages/contact.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.oregon.gov/lcd/,,
Oregon Department of Transportation,ODOT,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.oregon.gov/odot/Pages/contact_us.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.oregon.gov/odot/,,
Oregon Disaster Airlift Response Team,ODART,"[""Coordination Structure""]",Coordination Structure,Oregon,Coordinates collaboration across organizations working on earthquake and resilience issues.,,https://www.odart.org/contact/,"[""Oregon""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Unknown""]",Unknown,https://www.odart.org/,,
Oregon Federal Executive Board,OFEB,"[""Government""]",Government,Oregon,"Coordinates federal agency collaboration within Oregon, including support to emergency preparedness and response.

Review flag: yes

Review note: Federal body with state-specific geography; retained as organization for directory purposes.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Unknown""]",Unknown,https://www.feb.gov/febs/oregon/,yes,Federal body with state-specific geography; retained as organization for directory purposes.
Oregon Fiber Partnership,OFP,"[""Coordination Structure""]",Coordination Structure,Oregon,Coordinates collaboration around resilient communications infrastructure.,,,"[""Oregon""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination""]",Coordination,"[""Communications""]",Communications,https://oregonfiberpartnership.org/,,
Oregon Fishermen's Cable Committee,OFCC,"[""Nonprofit Community""]",Nonprofit Community,Oregon,Supports subsea cable infrastructure and resilience coordination.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination""]",Coordination,"[""Communications""]",Communications,https://ofcc.com/,,
Oregon Hazards Lab,OHL,"[""Academic""]",Academic,Oregon,"Provides hazard monitoring, earthquake early warning, and research data.",,https://hazards.uoregon.edu/contact/,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Knowledge Provider""]",Data Tools Provider,"[""Unknown""]",Unknown,https://hazards.uoregon.edu/,,
Oregon Health Authority,OHA,"[""Government""]",Government,Oregon,"Leads public health preparedness, response, and resilience functions.",,https://www.oregon.gov/oha/Pages/contact.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Health Medical""]",Health Medical,https://www.oregon.gov/oha/,,
Oregon Media Outlets,OMO,"[""Media""]",Media,Oregon,"Provides public information and communications that can support hazard awareness and emergency messaging.

Review flag: yes

Review note: Aggregate category rather than a specific organization.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Messaging Alerts Provider""]",Messaging Alerts Provider,"[""Communications""]",Communications,,yes,Aggregate category rather than a specific organization.
Oregon Museum of Science & Industry,OMSI,"[""Nonprofit Community""]",Nonprofit Community,Oregon,Provides public science education and outreach related to hazards and resilience.,,https://omsi.edu/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://omsi.edu/,,
Oregon National Guard,ORGuard,"[""Government""]",Government,Oregon,Provides military support for emergency response and disaster recovery.,,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Emergency Management""]",Emergency Management,"[""Emergency Response""]",Emergency Response,"[""Safety Security""]",Safety Security,https://www.oregon.gov/omd/ONG/Pages/default.aspx,,
Oregon Parks and Recreation Department,OPRD,"[""Government""]",Government,Oregon,"Manages parks infrastructure and supports evacuation, access, and recovery.",,https://www.oregon.gov/oprd/Pages/contact_us.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Unknown""]",Unknown,https://www.oregon.gov/oprd/,,
Oregon Public Utilities Commission,OPUC,"[""Government""]",Government,Oregon,Regulates utilities critical to resilience and disaster recovery.,,https://www.oregon.gov/puc/Pages/contact_us.aspx,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Energy"", ""Communications""]",Energy,https://www.oregon.gov/puc/,,
Oregon Sea Grant,OSG,"[""Academic""]",Academic,Oregon,Provides coastal research and outreach supporting hazard resilience.,,https://seagrant.oregonstate.edu/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://seagrant.oregonstate.edu/,,
Oregon Seismic Safety Policy Advisory Commission,OSSPAC,"[""Government""]",Government,Oregon,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,,"[""Oregon""]","[""Organization""]",Organization,"[""State""]",State,"[""Earthquake Science""]",Earthquake Science,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.oregon.gov/oem/Pages/OSSPAC.aspx,,
Oregon State Emergency Alert System,ORAlerts,"[""Coordination Structure""]",Coordination Structure,Oregon,Coordinates statewide emergency alerting systems.,,,"[""Oregon""]","[""Program""]",Program,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Messaging Alerts Provider""]",Coordination,"[""Communications""]",Communications,https://www.oregon.gov/oem/Pages/alert.aspx,,
Oregon State University,OSU,"[""Academic""]",Academic,Oregon,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://oregonstate.edu/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://oregonstate.edu/,,
Oregon State University Extension Service,OSUES,"[""Academic""]",Academic,Oregon,"Contributes research, teaching, or technical expertise relevant to earthquake hazards and resilience.",,https://extension.oregonstate.edu/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://extension.oregonstate.edu/,,
Pacific Earthquake Engineering Research Center,PEER,"[""Coordination Structure""]",Coordination Structure,U.S. National,Coordinates earthquake engineering research and produces data and tools.,,https://peer.berkeley.edu/contact,"[""U.S. National""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider"", ""Data Tools Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,https://peer.berkeley.edu/,,
Pacific Gas and Electric,PG&E,"[""Private Sector""]",Private Sector,California,Operates electric and gas infrastructure critical to resilience.,,https://www.pge.com/en_US/residential/customer-service/contact-us/contact-us.page,"[""California""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.pge.com/,,
Pacific Northwest American Red Cross,RedCrossPNW,"[""Nonprofit Community""]",Nonprofit Community,PNW Regional,"Supports community resilience through coordination, advocacy, technical guidance, or direct services.",,https://www.redcross.org/contact-us.html,"[""PNW Regional""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Community Resilience""]",Community Resilience,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Health Medical""]",Health Medical,https://www.redcross.org/local/washington.html,,
Pacific Northwest Seismic Network,PNSN,"[""Coordination Structure""]",Coordination Structure,PNW Regional,Operates seismic monitoring infrastructure and provides earthquake data.,,https://pnsn.org/contact,"[""PNW Regional""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Data Tools Provider"", ""Coordination""]",Data Tools Provider,"[""Unknown""]",Unknown,https://pnsn.org/,,
PacifiCorp,PacifiCorp,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,https://www.pacificorp.com/contact.html,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.pacificorp.com/,,
Port Gamble S’Klallam Tribe,PortGamble,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://pgst.nsn.us/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://pgst.nsn.us/,,
Port of Bellingham,BellPort,"[""Quasi Governmental""]",Quasi Governmental,Washington,Operates port and transportation infrastructure.,,https://www.portofbellingham.com/Contact-Us,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.portofbellingham.com/,,
Port of Portland,PortPDX,"[""Quasi Governmental""]",Quasi Governmental,Oregon,Operates airport and marine infrastructure critical to resilience.,,https://www.portofportland.com/About/Contact,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.portofportland.com/,,
Portland Bureau of Emergency Management,PBEM,"[""Government""]",Government,Oregon,Leads emergency preparedness and response coordination for Portland.,,https://www.portland.gov/pbem/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Unknown""]",Unknown,https://www.portland.gov/pbem,,
Portland Bureau of Transportation,PBOT,"[""Government""]",Government,Oregon,Operates and maintains transportation infrastructure.,,https://www.portland.gov/transportation/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator"", ""Policy Maker Regulator""]",Infrastructure Operator,"[""Transportation""]",Transportation,https://www.portland.gov/transportation,,
Portland General Electric,PGE,"[""Private Sector""]",Private Sector,Oregon,Operates electric infrastructure supporting resilience.,,https://www.portlandgeneral.com/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.portlandgeneral.com/,,
Portland Public Schools District,PPSD,"[""Government""]",Government,Oregon,Manages public education systems and facilities relevant to community resilience.,,https://www.pps.net/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Community Resilience""]",Community Resilience,"[""Coordination""]",Coordination,"[""Transportation""]",Transportation,https://www.pps.net/,,
Portland State University,PSU,"[""Academic""]",Academic,Oregon,Provides research and academic expertise relevant to hazards and resilience.,,https://www.pdx.edu/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Transportation""]",Transportation,https://www.pdx.edu/,,
Portland Water Bureau,PortlandWB,"[""Government""]",Government,Oregon,Operates drinking water infrastructure critical to resilience.,,https://www.portland.gov/water/contact,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Water Systems""]",Water Systems,https://www.portland.gov/water,,
Property and Casualty Insurance Compensation Corporation,PACICC,"[""Private Sector""]",Private Sector,Canada,"Provides insurance compensation and financial resilience mechanisms.

Review flag: yes

Review note: Canadian entity; confirm scope relevance.",,https://www.pacicc.ca/contact-us/,"[""Canada""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Funding Provider""]",Funding Provider,"[""Unknown""]",Unknown,https://www.pacicc.ca/,yes,Canadian entity; confirm scope relevance.
Public Safety Canada,PSCanada,"[""Government""]",Government,Canada,Leads federal public safety and emergency management policy and coordination in Canada.,,https://www.publicsafety.gc.ca/cnt/ntnl-scrt/cntct-us-en.aspx,"[""Canada""]","[""Organization""]",Organization,"[""Federal""]",Federal,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Safety Security""]",Safety Security,https://www.publicsafety.gc.ca/,,
Puget Sound Energy,PSE,"[""Private Sector""]",Private Sector,Washington,"Operates electric and gas infrastructure critical to regional resilience.

Review flag: yes

Review note: Corrected from nonprofit to private-sector utility.",,https://www.pse.com/en/pages/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.pse.com/,yes,Corrected from nonprofit to private-sector utility.
Puyallup Tribe,Puyallup,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://www.puyalluptribe-nsn.gov/contact,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.puyalluptribe-nsn.gov/,,
Quileute Tribe,Quileute,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://quileutenation.org/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://quileutenation.org/,,
Quinault Indian Nation,Quinault,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://quinaultindiannation.com/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://quinaultindiannation.com/,,
Ready Northwest Eugene,RNWEug,"[""Nonprofit Community""]",Nonprofit Community,Oregon,"Coordinates community-level preparedness and resilience activities in Eugene.

Review flag: yes

Review note: Initiative/program treatment confirmed as program.",,,"[""Oregon""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Unknown""]",Unknown,,yes,Initiative/program treatment confirmed as program.
Redwood Coast Tsunami Workgroup,RCTW,"[""Coordination Structure""]",Coordination Structure,California,"Connects partners and advances tsunami research, modeling, and preparedness.",,,"[""California""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Earthquake Science""]",Earthquake Science,"[""Coordination"", ""Data Tools Provider""]",Coordination,"[""Unknown""]",Unknown,,,
Regional Disaster Preparedness Organization,RDPO,"[""Coordination Structure""]",Coordination Structure,PNW Regional,"Coordinates regional disaster preparedness collaboration across jurisdictions.

Review flag: yes

Review note: Reclassified from organization to hub.",,https://rdpo.net/contact/,"[""PNW Regional""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Unknown""]",Unknown,https://rdpo.net/,yes,Reclassified from organization to hub.
Regional Water Providers Consortium,RWPC,"[""Coordination Structure""]",Coordination Structure,PNW Regional,Coordinates collaboration across organizations working on earthquake and resilience issues.,,https://www.regionalh2o.org/contact/,"[""PNW Regional""]","[""Hub""]",Hub,"[""Multi""]",Multi,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Coordination"", ""Infrastructure Operator""]",Coordination,"[""Water Systems""]",Water Systems,https://www.regionalh2o.org/,,
Resighini Rancheria,Resighini,"[""Tribal Sovereign""]",Tribal Sovereign,California,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://resighinirancheria.com/contact/,"[""California""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://resighinirancheria.com/,,
Salem Office of Emergency Management,SalemOEM,"[""Government""]",Government,Oregon,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,,"[""Oregon""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Unknown""]",Unknown,https://www.cityofsalem.net/government/shaping-salem-s-future/emergency-management,,
Samish Indian Nation,Samish,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://www.samishtribe.nsn.us/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.samishtribe.nsn.us/,,
Sauk-Suiattle Indian Tribe,SaukSuiatl,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://sauk-suiattle.com/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://sauk-suiattle.com/,,
School of Civil and Construction Engineering,SCCE,"[""Academic""]",Academic,U.S. National,"Contributes academic expertise in civil and construction engineering relevant to resilient infrastructure.

Review flag: yes

Review note: Specific host institution should be confirmed.",,,"[""U.S. National""]","[""Organization""]",Organization,"[""Non Governmental""]",Non Governmental,"[""Earthquake Science""]",Earthquake Science,"[""Knowledge Provider""]",Knowledge Provider,"[""Unknown""]",Unknown,,yes,Specific host institution should be confirmed.
Seattle City Light,SCL,"[""Quasi Governmental""]",Quasi Governmental,Washington,Operates municipal electric utility infrastructure.,,https://www.seattle.gov/city-light/about-us/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Energy""]",Energy,https://www.seattle.gov/city-light,,
Seattle Department of Construction and Inspections,SCI,"[""Government""]",Government,Washington,"Provides public policy, regulatory, or oversight functions relevant to hazard and resilience work.",,https://www.seattle.gov/sdci/about-us/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Policy Maker Regulator""]",Policy Maker Regulator,"[""Unknown""]",Unknown,https://www.seattle.gov/sdci,,
Seattle Fire Department,SeattleFire,"[""Government""]",Government,Washington,Provides emergency response and fire services.,,https://www.seattle.gov/fire/about-us/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Emergency Response""]",Emergency Response,"[""Safety Security""]",Safety Security,https://www.seattle.gov/fire,,
Seattle Office of Emergency Management,SeattleOEM,"[""Government""]",Government,Washington,Participates in the earthquake hazard and resilience ecosystem through specialized expertise or services.,,https://www.seattle.gov/emergency-management/about-us/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination""]",Coordination,"[""Unknown""]",Unknown,https://www.seattle.gov/emergency-management,,
Seattle Public Utilities,SeattlePU,"[""Quasi Governmental""]",Quasi Governmental,Washington,Operates water and wastewater infrastructure critical to resilience.,,https://www.seattle.gov/utilities/about-us/contact-us,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Water Systems""]",Water Systems,https://www.seattle.gov/utilities,,
"Seft Consulting Group, LLC",Seft,"[""Private Sector""]",Private Sector,U.S. National,"Provides private-sector infrastructure, technical services, or products relevant to hazard resilience and recovery.",,https://www.seftconsulting.com/contact/,"[""U.S. National""]","[""Organization""]",Organization,"[""Private""]",Private,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.seftconsulting.com/,,
Shoalwater Bay Indian Tribe,Shoalwater,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://shoalwaterbay-nsn.gov/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Infrastructure Systems""]",Infrastructure Systems,"[""Infrastructure Operator""]",Infrastructure Operator,"[""Water Systems""]",Water Systems,https://shoalwaterbay-nsn.gov/,,
Skokomish Indian Tribe,Skokomish,"[""Tribal Sovereign""]",Tribal Sovereign,Washington,"Provides tribal leadership, planning, and community resilience functions relevant to earthquake and hazard preparedness.",,https://www.skokomish.org/contact/,"[""Washington""]","[""Organization""]",Organization,"[""Sovereign""]",Sovereign,"[""Community Resilience""]",Community Resilience,"[""Unknown""]",Unknown,"[""Unknown""]",Unknown,https://www.skokomish.org/,,
Snohomish County Department of Emergency Management,SnohomishEM,"[""Government""]",Government,Washington,"Leads public policy and coordination functions related to earthquake preparedness, response, or recovery.",,,"[""Washington""]","[""Organization""]",Organization,"[""Local""]",Local,"[""Emergency Management""]",Emergency Management,"[""Coordination"", ""Policy Maker Regulator""]",Coordination,"[""Unknown""]",Unknown,https://snohomishcountywa.gov/2839/Emergency-Management,,
